,Tipo_Crime,UF,ano,ocorrencias,estado_ibge,Sigla_UF,populacao,admitidos/desligados,total_desempregados,taxa_ocorrencia,taxa_desemprego
468,Homicídio doloso,Pernambuco,2013,2853.0,26,PE,9208550,Desligado,52164,30.982076439830376,566.4735490386652
469,Homicídio doloso,Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
470,Furto de veículo,Pernambuco,2010,2413.0,26,PE,8985660,Desligado,35438,26.853898322438198,394.3839406342995
471,Furto de veículo,Pernambuco,2011,2470.0,26,PE,9062510,Desligado,35765,27.25514233915328,394.64784038858994
472,Furto de veículo,Pernambuco,2012,2.9960000000000004,26,PE,9136700,Desligado,44185,0.032790832576313114,483.59911127650025
473,Furto de veículo,Pernambuco,2013,3413.0,26,PE,9208550,Desligado,52164,37.063381314104824,566.4735490386652
474,Furto de veículo,Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
475,Estupro,Pernambuco,2010,1793.0,26,PE,8985660,Desligado,35438,19.954015620444128,394.3839406342995
476,Estupro,Pernambuco,2011,1972.0,26,PE,9062510,Desligado,35765,21.759975988992014,394.64784038858994
477,Estupro,Pernambuco,2012,1.943,26,PE,9136700,Desligado,44185,0.021265883743583573,483.59911127650025
478,Estupro,Pernambuco,2013,1927.0,26,PE,9208550,Desligado,52164,20.926204451297977,566.4735490386652
479,Estupro,Pernambuco,2014,,26,PE,9278150,Desligado,38329,,413.11037221859965
480,Roubo seguido de morte (latrocínio),Piauí,2010,1.0,22,PI,3142950,Desligado,6898,0.03181724176331154,219.475333683323
481,Roubo seguido de morte (latrocínio),Piauí,2011,4.0,22,PI,3158000,Desligado,5525,0.12666244458518047,174.95250158328057
482,Roubo seguido de morte (latrocínio),Piauí,2012,20.0,22,PI,3171460,Desligado,5129,0.6306243811998259,161.72362255869535
483,Roubo seguido de morte (latrocínio),Piauí,2013,29.0,22,PI,3183400,Desligado,7153,0.9109756863730603,224.6968649871207
484,Roubo seguido de morte (latrocínio),Piauí,2014,33.0,22,PI,3193960,Desligado,6643,1.0332001653120264,207.98632418690278
485,Roubo de veículo,Piauí,2010,534.0,22,PI,3142950,Desligado,6898,16.990407101608362,219.475333683323
486,Roubo de veículo,Piauí,2011,717.0,22,PI,3158000,Desligado,5525,22.704243191893603,174.95250158328057
487,Roubo de veículo,Piauí,2012,1131.0,22,PI,3171460,Desligado,5129,35.66180875685016,161.72362255869535
488,Roubo de veículo,Piauí,2013,1653.0,22,PI,3183400,Desligado,7153,51.92561412326443,224.6968649871207
489,Roubo de veículo,Piauí,2014,2866.0,22,PI,3193960,Desligado,6643,89.73186890255357,207.98632418690278
490,Lesão corporal seguida de morte,Piauí,2010,1.0,22,PI,3142950,Desligado,6898,0.03181724176331154,219.475333683323
491,Lesão corporal seguida de morte,Piauí,2011,4.0,22,PI,3158000,Desligado,5525,0.12666244458518047,174.95250158328057
492,Lesão corporal seguida de morte,Piauí,2012,18.0,22,PI,3171460,Desligado,5129,0.5675619430798433,161.72362255869535
493,Lesão corporal seguida de morte,Piauí,2013,16.0,22,PI,3183400,Desligado,7153,0.5026072752403091,224.6968649871207
494,Lesão corporal seguida de morte,Piauí,2014,14.0,22,PI,3193960,Desligado,6643,0.43832734285964764,207.98632418690278
495,Homicídio doloso,Piauí,2010,240.0,22,PI,3142950,Desligado,6898,7.636138023194769,219.475333683323
496,Homicídio doloso,Piauí,2011,341.0,22,PI,3158000,Desligado,5525,10.797973400886637,174.95250158328057
497,Homicídio doloso,Piauí,2012,479.0,22,PI,3171460,Desligado,5129,15.103453929735831,161.72362255869535
498,Homicídio doloso,Piauí,2013,501.0,22,PI,3183400,Desligado,7153,15.737890305962177,224.6968649871207
499,Homicídio doloso,Piauí,2014,659.0,22,PI,3193960,Desligado,6643,20.632694210321983,207.98632418690278
500,Furto de veículo,Piauí,2010,452.0,22,PI,3142950,Desligado,6898,14.381393277016816,219.475333683323
501,Furto de veículo,Piauí,2011,718.0,22,PI,3158000,Desligado,5525,22.7359088030399,174.95250158328057
502,Furto de veículo,Piauí,2012,831.0,22,PI,3171460,Desligado,5129,26.202443038852767,161.72362255869535
503,Furto de veículo,Piauí,2013,1159.0,22,PI,3183400,Desligado,7153,36.40761450021989,224.6968649871207
504,Furto de veículo,Piauí,2014,1456.0,22,PI,3193960,Desligado,6643,45.586043657403344,207.98632418690278
505,Estupro,Piauí,2010,266.0,22,PI,3142950,Desligado,6898,8.46338630904087,219.475333683323
506,Estupro,Piauí,2011,238.0,22,PI,3158000,Desligado,5525,7.53641545281824,174.95250158328057
507,Estupro,Piauí,2012,442.0,22,PI,3171460,Desligado,5129,13.936798824516153,161.72362255869535
508,Estupro,Piauí,2013,443.0,22,PI,3183400,Desligado,7153,13.915938933216058,224.6968649871207
509,Estupro,Piauí,2014,481.0,22,PI,3193960,Desligado,6643,15.05967513682075,207.98632418690278
510,Roubo seguido de morte (latrocínio),Paraná,2010,70.0,41,PR,10729000,Desligado,55697,0.6524373194146705,519.1257339919844
511,Roubo seguido de morte (latrocínio),Paraná,2011,57.0,41,PR,10820400,Desligado,49020,0.5267827437063325,453.03315958744594
512,Roubo seguido de morte (latrocínio),Paraná,2012,42.0,41,PR,10910400,Desligado,51346,0.3849538055433348,470.61519284352545
513,Roubo seguido de morte (latrocínio),Paraná,2013,46.0,41,PR,10997500,Desligado,53643,0.4182768811093431,487.774494203228
514,Roubo seguido de morte (latrocínio),Paraná,2014,44.0,41,PR,11081700,Desligado,46160,0.3970509939810679,416.5425882310476
515,Roubo de veículo,Paraná,2010,,41,PR,10729000,Desligado,55697,,519.1257339919844
516,Roubo de veículo,Paraná,2011,,41,PR,10820400,Desligado,49020,,453.03315958744594
517,Roubo de veículo,Paraná,2012,,41,PR,10910400,Desligado,51346,,470.61519284352545
518,Roubo de veículo,Paraná,2013,7628.0,41,PR,10997500,Desligado,53643,69.36121845874062,487.774494203228
519,Roubo de veículo,Paraná,2014,8539.0,41,PR,11081700,Desligado,46160,77.0549644910077,416.5425882310476
520,Lesão corporal seguida de morte,Paraná,2010,141.0,41,PR,10729000,Desligado,55697,1.3141951719638363,519.1257339919844
521,Lesão corporal seguida de morte,Paraná,2011,102.0,41,PR,10820400,Desligado,49020,0.9426638571587003,453.03315958744594
522,Lesão corporal seguida de morte,Paraná,2012,109.0,41,PR,10910400,Desligado,51346,0.9990467810529403,470.61519284352545
523,Lesão corporal seguida de morte,Paraná,2013,86.0,41,PR,10997500,Desligado,53643,0.7819959081609457,487.774494203228
524,Lesão corporal seguida de morte,Paraná,2014,81.0,41,PR,11081700,Desligado,46160,0.7309347843742386,416.5425882310476
525,Homicídio doloso,Paraná,2010,2784.0,41,PR,10729000,Desligado,55697,25.948364246434895,519.1257339919844
526,Homicídio doloso,Paraná,2011,1955.0,41,PR,10820400,Desligado,49020,18.06772392887509,453.03315958744594
527,Homicídio doloso,Paraná,2012,1455.0,41,PR,10910400,Desligado,51346,13.335899692036955,470.61519284352545
528,Homicídio doloso,Paraná,2013,1229.0,41,PR,10997500,Desligado,53643,11.17526710616049,487.774494203228
529,Homicídio doloso,Paraná,2014,1367.0,41,PR,11081700,Desligado,46160,12.335652472093633,416.5425882310476
530,Furto de veículo,Paraná,2010,,41,PR,10729000,Desligado,55697,,519.1257339919844
531,Furto de veículo,Paraná,2011,,41,PR,10820400,Desligado,49020,,453.03315958744594
532,Furto de veículo,Paraná,2012,,41,PR,10910400,Desligado,51346,,470.61519284352545
533,Furto de veículo,Paraná,2013,15370.0,41,PR,10997500,Desligado,53643,139.75903614457832,487.774494203228
534,Furto de veículo,Paraná,2014,16452.0,41,PR,11081700,Desligado,46160,148.460976204012,416.5425882310476
535,Estupro,Paraná,2010,2657.0,41,PR,10729000,Desligado,55697,24.764656538353993,519.1257339919844
536,Estupro,Paraná,2011,3218.0,41,PR,10820400,Desligado,49020,29.740120513104873,453.03315958744594
537,Estupro,Paraná,2012,3523.0,41,PR,10910400,Desligado,51346,32.29029183164687,470.61519284352545
538,Estupro,Paraná,2013,3584.0,41,PR,10997500,Desligado,53643,32.58922482382359,487.774494203228
539,Estupro,Paraná,2014,4298.0,41,PR,11081700,Desligado,46160,38.784663002968855,416.5425882310476
540,Roubo seguido de morte (latrocínio),Rio de Janeiro,2010,146.0,33,RJ,16074000,Desligado,74930,0.9082991165857908,466.1565260669404
541,Roubo seguido de morte (latrocínio),Rio de Janeiro,2011,116.0,33,RJ,16175500,Desligado,78008,0.7171339371271367,482.2602083397731
542,Roubo seguido de morte (latrocínio),Rio de Janeiro,2012,136.0,33,RJ,16274000,Desligado,84678,0.8356888288066856,520.3269018065627
543,Roubo seguido de morte (latrocínio),Rio de Janeiro,2013,145.0,33,RJ,16369200,Desligado,101772,0.8858099357329619,621.7286122718275
544,Roubo seguido de morte (latrocínio),Rio de Janeiro,2014,146.0,33,RJ,16461200,Desligado,87948,0.8869341238791826,534.2745364857968
545,Roubo de veículo,Rio de Janeiro,2010,13424.634000000002,33,RJ,16074000,Desligado,74930,83.51769316909295,466.1565260669404
546,Roubo de veículo,Rio de Janeiro,2011,18773.0,33,RJ,16175500,Desligado,78008,116.05823622144601,482.2602083397731
547,Roubo de veículo,Rio de Janeiro,2012,18977.091,33,RJ,16274000,Desligado,84678,116.60987464667569,520.3269018065627
548,Roubo de veículo,Rio de Janeiro,2013,22099.908,33,RJ,16369200,Desligado,101772,135.0090902426508,621.7286122718275
549,Roubo de veículo,Rio de Janeiro,2014,19911.753000000004,33,RJ,16461200,Desligado,87948,120.96173425995677,534.2745364857968
550,Lesão corporal seguida de morte,Rio de Janeiro,2010,42.0,33,RJ,16074000,Desligado,74930,0.2612915266890631,466.1565260669404
551,Lesão corporal seguida de morte,Rio de Janeiro,2011,39.0,33,RJ,16175500,Desligado,78008,0.24110537541343388,482.2602083397731
552,Lesão corporal seguida de morte,Rio de Janeiro,2012,24.0,33,RJ,16274000,Desligado,84678,0.14747449920117978,520.3269018065627
553,Lesão corporal seguida de morte,Rio de Janeiro,2013,38.0,33,RJ,16369200,Desligado,101772,0.2321432935024314,621.7286122718275
554,Lesão corporal seguida de morte,Rio de Janeiro,2014,39.0,33,RJ,16461200,Desligado,87948,0.23692075911841176,534.2745364857968
555,Homicídio doloso,Rio de Janeiro,2010,4418.0,33,RJ,16074000,Desligado,74930,27.485380116959067,466.1565260669404
556,Homicídio doloso,Rio de Janeiro,2011,4009.0,33,RJ,16175500,Desligado,78008,24.784396154678376,482.2602083397731
557,Homicídio doloso,Rio de Janeiro,2012,3862.0,33,RJ,16274000,Desligado,84678,23.73110482978985,520.3269018065627
558,Homicídio doloso,Rio de Janeiro,2013,4421.0,33,RJ,16369200,Desligado,101772,27.00803948879603,621.7286122718275
559,Homicídio doloso,Rio de Janeiro,2014,4610.0,33,RJ,16461200,Desligado,87948,28.00524870604816,534.2745364857968
560,Furto de veículo,Rio de Janeiro,2010,18752.0,33,RJ,16074000,Desligado,74930,116.66044543984073,466.1565260669404
561,Furto de veículo,Rio de Janeiro,2011,15593.0,33,RJ,16175500,Desligado,78008,96.3988748415814,482.2602083397731
562,Furto de veículo,Rio de Janeiro,2012,16263.0,33,RJ,16274000,Desligado,84678,99.93240752119947,520.3269018065627
563,Furto de veículo,Rio de Janeiro,2013,17668.0,33,RJ,16369200,Desligado,101772,107.93441341055151,621.7286122718275
564,Furto de veículo,Rio de Janeiro,2014,17684.0,33,RJ,16461200,Desligado,87948,107.42837703205113,534.2745364857968
565,Estupro,Rio de Janeiro,2010,4418.0,33,RJ,16074000,Desligado,74930,27.485380116959067,466.1565260669404
566,Estupro,Rio de Janeiro,2011,4742.0,33,RJ,16175500,Desligado,78008,29.315940774628295,482.2602083397731
567,Estupro,Rio de Janeiro,2012,5971.0,33,RJ,16274000,Desligado,84678,36.69042644709353,520.3269018065627
568,Estupro,Rio de Janeiro,2013,5613.0,33,RJ,16369200,Desligado,101772,34.29000806392494,621.7286122718275
569,Estupro,Rio de Janeiro,2014,5163.0,33,RJ,16461200,Desligado,87948,31.36466357252205,534.2745364857968
570,Roubo seguido de morte (latrocínio),Rio Grande do Norte,2010,13.0,24,RN,3264650,Desligado,9930,0.3982050143200649,304.1673686306342
571,Roubo seguido de morte (latrocínio),Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
572,Roubo seguido de morte (latrocínio),Rio Grande do Norte,2012,9.0,24,RN,3338490,Desligado,8467,0.26958295516835457,253.6176534900509
573,Roubo seguido de morte (latrocínio),Rio Grande do Norte,2013,11.0,24,RN,3373960,Desligado,10216,0.32602639035436104,302.7896003509229
574,Roubo seguido de morte (latrocínio),Rio Grande do Norte,2014,20.0,24,RN,3408510,Desligado,7224,0.586766651704117,211.9401145955271
575,Roubo de veículo,Rio Grande do Norte,2010,1847.0,24,RN,3264650,Desligado,9930,56.57574318839692,304.1673686306342
576,Roubo de veículo,Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
577,Roubo de veículo,Rio Grande do Norte,2012,3363.0,24,RN,3338490,Desligado,8467,100.73416424790848,253.6176534900509
578,Roubo de veículo,Rio Grande do Norte,2013,1800.0,24,RN,3373960,Desligado,10216,53.349772967077264,302.7896003509229
579,Roubo de veículo,Rio Grande do Norte,2014,822.0,24,RN,3408510,Desligado,7224,24.11610938503921,211.9401145955271
580,Lesão corporal seguida de morte,Rio Grande do Norte,2010,132.0,24,RN,3264650,Desligado,9930,4.043312453096044,304.1673686306342
581,Lesão corporal seguida de morte,Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
582,Lesão corporal seguida de morte,Rio Grande do Norte,2012,10.0,24,RN,3338490,Desligado,8467,0.2995366168537273,253.6176534900509
583,Lesão corporal seguida de morte,Rio Grande do Norte,2013,88.0,24,RN,3373960,Desligado,10216,2.6082111228348883,302.7896003509229
584,Lesão corporal seguida de morte,Rio Grande do Norte,2014,95.0,24,RN,3408510,Desligado,7224,2.787141595594556,211.9401145955271
585,Homicídio doloso,Rio Grande do Norte,2010,808.0,24,RN,3264650,Desligado,9930,24.749973197739422,304.1673686306342
586,Homicídio doloso,Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
587,Homicídio doloso,Rio Grande do Norte,2012,369.0,24,RN,3338490,Desligado,8467,11.052901161902538,253.6176534900509
588,Homicídio doloso,Rio Grande do Norte,2013,844.0,24,RN,3373960,Desligado,10216,25.01511576900734,302.7896003509229
589,Homicídio doloso,Rio Grande do Norte,2014,871.0,24,RN,3408510,Desligado,7224,25.553687681714297,211.9401145955271
590,Furto de veículo,Rio Grande do Norte,2010,890.0,24,RN,3264650,Desligado,9930,27.261727903450602,304.1673686306342
591,Furto de veículo,Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
592,Furto de veículo,Rio Grande do Norte,2012,1258.0,24,RN,3338490,Desligado,8467,37.68170640019889,253.6176534900509
593,Furto de veículo,Rio Grande do Norte,2013,812.0,24,RN,3373960,Desligado,10216,24.066675360703744,302.7896003509229
594,Furto de veículo,Rio Grande do Norte,2014,406.0,24,RN,3408510,Desligado,7224,11.911363029593575,211.9401145955271
595,Estupro,Rio Grande do Norte,2010,682.0,24,RN,3264650,Desligado,9930,20.89044767432956,304.1673686306342
596,Estupro,Rio Grande do Norte,2011,,24,RN,3302060,Desligado,11447,,346.66238651023906
597,Estupro,Rio Grande do Norte,2012,315.0,24,RN,3338490,Desligado,8467,9.435403430892409,253.6176534900509
598,Estupro,Rio Grande do Norte,2013,200.0,24,RN,3373960,Desligado,10216,5.927752551897473,302.7896003509229
599,Estupro,Rio Grande do Norte,2014,215.0,24,RN,3408510,Desligado,7224,6.3077415058192585,211.9401145955271
600,Roubo seguido de morte (latrocínio),Rondônia,2010,26.0,11,RO,1663490,Desligado,10768,1.5629790380465167,647.3137800648035
601,Roubo seguido de morte (latrocínio),Rondônia,2011,12.0,11,RO,1685700,Desligado,11597,0.7118704395799964,687.9634573174349
602,Roubo seguido de morte (latrocínio),Rondônia,2012,14.0,11,RO,1707270,Desligado,11224,0.8200226091947963,657.423840400171
603,Roubo seguido de morte (latrocínio),Rondônia,2013,10.0,11,RO,1728210,Desligado,10512,0.5786333836744377,608.259412918569
604,Roubo seguido de morte (latrocínio),Rondônia,2014,22.0,11,RO,1748530,Desligado,7776,1.258199744928597,444.7164189347624
605,Roubo de veículo,Rondônia,2010,634.0,11,RO,1663490,Desligado,10768,38.112642696980444,647.3137800648035
606,Roubo de veículo,Rondônia,2011,884.0,11,RO,1685700,Desligado,11597,52.441122382393075,687.9634573174349
607,Roubo de veículo,Rondônia,2012,835.0,11,RO,1707270,Desligado,11224,48.90849133411821,657.423840400171
608,Roubo de veículo,Rondônia,2013,801.0,11,RO,1728210,Desligado,10512,46.34853403232246,608.259412918569
609,Roubo de veículo,Rondônia,2014,1225.0,11,RO,1748530,Desligado,7776,70.05884943352416,444.7164189347624
610,Lesão corporal seguida de morte,Rondônia,2010,8.0,11,RO,1663490,Desligado,10768,0.4809166270912359,647.3137800648035
611,Lesão corporal seguida de morte,Rondônia,2011,4.0,11,RO,1685700,Desligado,11597,0.23729014652666547,687.9634573174349
612,Lesão corporal seguida de morte,Rondônia,2012,8.0,11,RO,1707270,Desligado,11224,0.46858434811131217,657.423840400171
613,Lesão corporal seguida de morte,Rondônia,2013,3.0,11,RO,1728210,Desligado,10512,0.1735900151023313,608.259412918569
614,Lesão corporal seguida de morte,Rondônia,2014,7.0,11,RO,1748530,Desligado,7776,0.4003362824772809,444.7164189347624
615,Homicídio doloso,Rondônia,2010,548.0,11,RO,1663490,Desligado,10768,32.94278895574966,647.3137800648035
616,Homicídio doloso,Rondônia,2011,399.0,11,RO,1685700,Desligado,11597,23.66969211603488,687.9634573174349
617,Homicídio doloso,Rondônia,2012,446.0,11,RO,1707270,Desligado,11224,26.12357740720566,657.423840400171
618,Homicídio doloso,Rondônia,2013,465.0,11,RO,1728210,Desligado,10512,26.906452340861357,608.259412918569
619,Homicídio doloso,Rondônia,2014,525.0,11,RO,1748530,Desligado,7776,30.025221185796067,444.7164189347624
620,Furto de veículo,Rondônia,2010,1240.0,11,RO,1663490,Desligado,10768,74.54207719914157,647.3137800648035
621,Furto de veículo,Rondônia,2011,1675.0,11,RO,1685700,Desligado,11597,99.36524885804116,687.9634573174349
622,Furto de veículo,Rondônia,2012,1651.0,11,RO,1707270,Desligado,11224,96.70409484147206,657.423840400171
623,Furto de veículo,Rondônia,2013,2306.0,11,RO,1728210,Desligado,10512,133.43285827532532,608.259412918569
624,Furto de veículo,Rondônia,2014,2989.0,11,RO,1748530,Desligado,7776,170.94359261779897,444.7164189347624
625,Estupro,Rondônia,2010,678.0,11,RO,1663490,Desligado,10768,40.757684145982246,647.3137800648035
626,Estupro,Rondônia,2011,815.0,11,RO,1685700,Desligado,11597,48.347867354808095,687.9634573174349
627,Estupro,Rondônia,2012,885.0,11,RO,1707270,Desligado,11224,51.83714350981391,657.423840400171
628,Estupro,Rondônia,2013,833.0,11,RO,1728210,Desligado,10512,48.20016086008066,608.259412918569
629,Estupro,Rondônia,2014,711.0,11,RO,1748530,Desligado,7776,40.66272812019239,444.7164189347624
630,Roubo seguido de morte (latrocínio),Roraima,2010,3.0,14,RR,460678,Desligado,4526,0.6512140801166976,982.4649755360578
631,Roubo seguido de morte (latrocínio),Roraima,2011,1.0,14,RR,469943,Desligado,4149,0.21279176410756195,882.8730292822747
632,Roubo seguido de morte (latrocínio),Roraima,2012,4.0,14,RR,479073,Desligado,4958,0.8349458224529456,1034.915346930426
633,Roubo seguido de morte (latrocínio),Roraima,2013,3.0,14,RR,488072,Desligado,5450,0.6146634103165106,1116.638528741661
634,Roubo seguido de morte (latrocínio),Roraima,2014,2.0,14,RR,496936,Desligado,4476,0.40246631356955426,900.7196097686623
635,Roubo de veículo,Roraima,2010,65.0,14,RR,460678,Desligado,4526,14.109638402528448,982.4649755360578
636,Roubo de veículo,Roraima,2011,60.0,14,RR,469943,Desligado,4149,12.76750584645372,882.8730292822747
637,Roubo de veículo,Roraima,2012,78.0,14,RR,479073,Desligado,4958,16.281443537832438,1034.915346930426
638,Roubo de veículo,Roraima,2013,198.0,14,RR,488072,Desligado,5450,40.567785080889706,1116.638528741661
639,Roubo de veículo,Roraima,2014,231.0,14,RR,496936,Desligado,4476,46.484859217283514,900.7196097686623
640,Lesão corporal seguida de morte,Roraima,2010,,14,RR,460678,Desligado,4526,,982.4649755360578
641,Lesão corporal seguida de morte,Roraima,2011,5.0,14,RR,469943,Desligado,4149,1.0639588205378099,882.8730292822747
642,Lesão corporal seguida de morte,Roraima,2012,4.0,14,RR,479073,Desligado,4958,0.8349458224529456,1034.915346930426
643,Lesão corporal seguida de morte,Roraima,2013,6.0,14,RR,488072,Desligado,5450,1.2293268206330212,1116.638528741661
644,Lesão corporal seguida de morte,Roraima,2014,,14,RR,496936,Desligado,4476,,900.7196097686623
645,Homicídio doloso,Roraima,2010,89.0,14,RR,460678,Desligado,4526,19.319351043462028,982.4649755360578
646,Homicídio doloso,Roraima,2011,54.0,14,RR,469943,Desligado,4149,11.490755261808347,882.8730292822747
647,Homicídio doloso,Roraima,2012,62.0,14,RR,479073,Desligado,4958,12.941660248020657,1034.915346930426
648,Homicídio doloso,Roraima,2013,99.0,14,RR,488072,Desligado,5450,20.283892540444853,1116.638528741661
649,Homicídio doloso,Roraima,2014,65.0,14,RR,496936,Desligado,4476,13.080155191010512,900.7196097686623
650,Furto de veículo,Roraima,2010,616.0,14,RR,460678,Desligado,4526,133.7159577839619,982.4649755360578
651,Furto de veículo,Roraima,2011,527.0,14,RR,469943,Desligado,4149,112.14125968468517,882.8730292822747
652,Furto de veículo,Roraima,2012,652.0,14,RR,479073,Desligado,4958,136.09616905983015,1034.915346930426
653,Furto de veículo,Roraima,2013,795.0,14,RR,488072,Desligado,5450,162.88580373387535,1116.638528741661
654,Furto de veículo,Roraima,2014,518.0,14,RR,496936,Desligado,4476,104.23877521451455,900.7196097686623
655,Estupro,Roraima,2010,302.0,14,RR,460678,Desligado,4526,65.55555073174754,982.4649755360578
656,Estupro,Roraima,2011,292.0,14,RR,469943,Desligado,4149,62.135195119408095,882.8730292822747
657,Estupro,Roraima,2012,245.0,14,RR,479073,Desligado,4958,51.14043162524292,1034.915346930426
658,Estupro,Roraima,2013,302.0,14,RR,488072,Desligado,5450,61.87611663852874,1116.638528741661
659,Estupro,Roraima,2014,273.0,14,RR,496936,Desligado,4476,54.93665180224415,900.7196097686623
660,Roubo seguido de morte (latrocínio),Rio Grande do Sul,2010,75.0,43,RS,11019000,Desligado,36138,0.6806425265450585,327.960794990471
661,Roubo seguido de morte (latrocínio),Rio Grande do Sul,2011,82.0,43,RS,11069900,Desligado,34416,0.7407474322261267,310.89711740846803
662,Roubo seguido de morte (latrocínio),Rio Grande do Sul,2012,91.0,43,RS,11118300,Desligado,34454,0.8184704496190964,309.88550407886095
663,Roubo seguido de morte (latrocínio),Rio Grande do Sul,2013,123.0,43,RS,11164000,Desligado,43351,1.10175564313866,388.31064134718736
664,Roubo seguido de morte (latrocínio),Rio Grande do Sul,2014,121.0,43,RS,11207300,Desligado,38953,1.0796534401684617,347.5681029329098
665,Roubo de veículo,Rio Grande do Sul,2010,10551.0,43,RS,11019000,Desligado,36138,95.75279063435883,327.960794990471
666,Roubo de veículo,Rio Grande do Sul,2011,10965.0,43,RS,11069900,Desligado,34416,99.05238529706682,310.89711740846803
667,Roubo de veículo,Rio Grande do Sul,2012,12044.0,43,RS,11118300,Desligado,34454,108.32591313420217,309.88550407886095
668,Roubo de veículo,Rio Grande do Sul,2013,11892.0,43,RS,11164000,Desligado,43351,106.52096022930849,388.31064134718736
669,Roubo de veículo,Rio Grande do Sul,2014,13622.0,43,RS,11207300,Desligado,38953,121.5457781981387,347.5681029329098
670,Lesão corporal seguida de morte,Rio Grande do Sul,2010,86.0,43,RS,11019000,Desligado,36138,0.7804700971050004,327.960794990471
671,Lesão corporal seguida de morte,Rio Grande do Sul,2011,78.0,43,RS,11069900,Desligado,34416,0.7046134111419254,310.89711740846803
672,Lesão corporal seguida de morte,Rio Grande do Sul,2012,55.0,43,RS,11118300,Desligado,34454,0.4946799420774759,309.88550407886095
673,Lesão corporal seguida de morte,Rio Grande do Sul,2013,42.0,43,RS,11164000,Desligado,43351,0.3762092439985668,388.31064134718736
674,Lesão corporal seguida de morte,Rio Grande do Sul,2014,51.0,43,RS,11207300,Desligado,38953,0.45506054089745074,347.5681029329098
675,Homicídio doloso,Rio Grande do Sul,2010,1655.0,43,RS,11019000,Desligado,36138,15.019511752427626,327.960794990471
676,Homicídio doloso,Rio Grande do Sul,2011,1717.0,43,RS,11069900,Desligado,34416,15.510528550393408,310.89711740846803
677,Homicídio doloso,Rio Grande do Sul,2012,1987.0,43,RS,11118300,Desligado,34454,17.871437180144447,309.88550407886095
678,Homicídio doloso,Rio Grande do Sul,2013,1843.0,43,RS,11164000,Desligado,43351,16.508419921175207,388.31064134718736
679,Homicídio doloso,Rio Grande do Sul,2014,2226.0,43,RS,11207300,Desligado,38953,19.862054196818146,347.5681029329098
680,Furto de veículo,Rio Grande do Sul,2010,14952.0,43,RS,11019000,Desligado,36138,135.69289409202287,327.960794990471
681,Furto de veículo,Rio Grande do Sul,2011,14631.0,43,RS,11069900,Desligado,34416,132.1692156207373,310.89711740846803
682,Furto de veículo,Rio Grande do Sul,2012,15655.0,43,RS,11118300,Desligado,34454,140.80389987677972,309.88550407886095
683,Furto de veículo,Rio Grande do Sul,2013,16605.0,43,RS,11164000,Desligado,43351,148.7370118237191,388.31064134718736
684,Furto de veículo,Rio Grande do Sul,2014,18585.0,43,RS,11207300,Desligado,38953,165.8294147564534,347.5681029329098
685,Estupro,Rio Grande do Sul,2010,3945.0,43,RS,11019000,Desligado,36138,35.801796896270076,327.960794990471
686,Estupro,Rio Grande do Sul,2011,4376.0,43,RS,11069900,Desligado,34416,39.53061906611622,310.89711740846803
687,Estupro,Rio Grande do Sul,2012,4264.0,43,RS,11118300,Desligado,34454,38.35118678215195,309.88550407886095
688,Estupro,Rio Grande do Sul,2013,3700.0,43,RS,11164000,Desligado,43351,33.14224292368326,388.31064134718736
689,Estupro,Rio Grande do Sul,2014,3162.0,43,RS,11207300,Desligado,38953,28.213753535641946,347.5681029329098
690,Roubo seguido de morte (latrocínio),Santa Catarina,2010,59.0,42,SC,6351420,Desligado,33871,0.9289261299048086,533.282321118742
691,Roubo seguido de morte (latrocínio),Santa Catarina,2011,14.0,42,SC,6446210,Desligado,34458,0.21718187896453886,534.5466560971486
692,Roubo seguido de morte (latrocínio),Santa Catarina,2012,44.0,42,SC,6540600,Desligado,31377,0.6727211570803902,479.72663058435006
693,Roubo seguido de morte (latrocínio),Santa Catarina,2013,41.0,42,SC,6634250,Desligado,33689,0.6180050495534537,507.8041979123488
694,Roubo seguido de morte (latrocínio),Santa Catarina,2014,35.0,42,SC,6727150,Desligado,28784,0.5202797618605204,427.878076154092
695,Roubo de veículo,Santa Catarina,2010,337.0,42,SC,6351420,Desligado,33871,5.305900097930856,533.282321118742
696,Roubo de veículo,Santa Catarina,2011,944.0,42,SC,6446210,Desligado,34458,14.644263838751762,534.5466560971486
697,Roubo de veículo,Santa Catarina,2012,2492.0,42,SC,6540600,Desligado,31377,38.10048007828028,479.72663058435006
698,Roubo de veículo,Santa Catarina,2013,2515.0,42,SC,6634250,Desligado,33689,37.90933413724234,507.8041979123488
699,Roubo de veículo,Santa Catarina,2014,2864.0,42,SC,6727150,Desligado,28784,42.57374965624373,427.878076154092
700,Lesão corporal seguida de morte,Santa Catarina,2010,170.0,42,SC,6351420,Desligado,33871,2.676566814979957,533.282321118742
